,tweet,dialect
20579,"""يا قاسي حرام نحن الاثنين يجمعنا الغرام لو فكرت في الشوق و الملام كنت ترؤوف بيا و بحنينا \"" يا الفراق من دلك علينا ؟! من هو قال تعرف ما تجينا\"" #ابراهيم_الصافي""",Libya
20580,مبروك علينا يازميلي,Egypt
20581,ركض راح يعدموه URL  …,Iraq
20582,كان بيعمل بسبوسه,Egypt
20583,يارب اكفينا شر الحر دا,Egypt
20584,يوسف شوف الخاص لو سمحت,Iraq
20585,تمدحه علمود يشبهك مو؟,Iraq
20586,الليالي تاخذ الغالين غالي .. غالي,United_Arab_Emirates
20587,آخرها ترسي على الوحدة 󾰯  URL ,Algeria
20588,بوجودك خيو تستاهل كل خير,Palestine
20589,ابو البقالة مكانه موقف السلف؟,Yemen
20590,انتو قمراات اووى⁦⁩⁦⁩ URL  …,Morocco
20591,فعلا صح لوكان خير لبقي معك للأبد,Libya
20592,#KaraParaAsk يارب النهايه تكون حلوه,United_Arab_Emirates
20593,وبتسأل لو حبيتك وانا دايب فيك,Egypt
20594,#قالو_ناس_زمان عمرك ماتقول ندمت قول ديما تعلمت,Algeria
20595,PayPal قريب يجي لتونس، زغرتو يا نسا .. #PayPal #Jay   URL  you're new don't forget to subscribe!,Tunisia
20596,اخواننا من تلك الجهة هذو لي يساندوه يفشل .. لا مساجينهم خرجوا و لا اضراب القضاة نجح ..,Algeria
20597,اطمنكو اليوم روسيا هتفوز ب سكوور .. طالما متوقعين اشي منيح ومتفائلين,Palestine
20598, USER   USER  بدّي أسألك سؤال .. اذا قام ألف كويتي ضد الأمير كما في البحرين ..و أرسلت سوريا أسلحة لهؤلاء الثائرين فهل تشكرها وقتها؟,Syria
20599,ياناس رجعوني لبلادي,Iraq
20600,العالم مشبهين عليه كومه ولحد الان مشايف شبيهي بس اكمشه الا اشنقه,Iraq
20601,اليوم اخترت اغنيه لطوني حنا بعنوان خلي العصا URL ,Oman
20602,أسبوعين ف السكن !أعوذ بالله كأنهن شهرين,Oman
20603,لاتبحثي عن رجل ابيض او اسمر ولا بولحية ابحثي عن رجل عندما يرى النساء يستحي منهم كيما انا . . .. #ElMister_Soufa,Algeria
20604,ليش حبتين سيتامول فيدونا,Syria
20605,بلا متفرج فيه دبا حيت مزال مخرجات جودة مزيانة... حتى انا مزال متفرحت فيه في انتظار البلوراي او شي جودة قريبة ليها,Morocco
20606,الحمدلله ، اقسم بالله الحمدلله ، اني عندي اب زي ابويا ده #مستر_جابر,Tunisia
20607,ما بيننا زعل,Iraq
20608,شنووووو هذاااااا ي ليووووووو,Iraq
20609,هاظ لحاله بده هاشتاق,Jordan
20610,هذا دايم يتمدح انه بنظف ويرتب غرفته,Oman
20611,الله يسامحك نشكروا فيك,Libya
20612,لا دى صعبة عليك اوى,Egypt
20613,اي حيوان يسوي مثلهم هذا مصيره,Saudi_Arabia
20614,كيت ماي لاف,Iraq
20615,وبكون هوة حاطط عينه عليكي,Palestine
20616,أحسّ في قلبي كلام عيّا لساني ينطقه .,Kuwait
20617,المصائب لا تأتي فرادى...بتيجي لوكشه واحده كدا علي دماغك مشاء الله,Lebanon
20618,الله يهديه ي رب .,Somalia
20619,روحي علقي عندي ههههه,Algeria
20620,مو حطمن ثقتي وقلت خليها ع ربي شي يوم شوف انت مش وحده بس 3 ولا 4 ع وحده واجد,Libya
20621,اهو لبست انذار علشان تضيع وقت ي شناوي,Egypt
20622,همزين عدنا خطين انترنيت ماكس نيت وفاست لينك الاخير انقطع وننتظر انقطاع الأول.,Iraq
20623,كل ماحدا تقدملي...بقوول بكير لساتني صغيرة ههههه #كبرت_ولساتني,Syria
20624,"""\""تشون شي شأنشر\"" احد يعرفها؟ بصصرخ كل م اذكر فهاوتي وقت صديقتي تقولها لي وانا اقولها ايش ذي اللغة واخليها تعيد عشان افهمها وعصبت علي تقولي مسوية م تعرفيها. انا اعرفها بس لأن م اتكلم مثلهم فما فهمتها بسرعة وبعد م فهمت جلست اضحك ع نفسي واقول لبنت معناها #TeamEXO""",Egypt
20625,تي هذي أوقاف ولا نهائي دوري أبطال أفريقيا ..جو متاع الفار خارب,Libya
20626,أأأأأأووووووووووووووووووووواااافرمطوها وبدلوله الباتري لعها ترجع لشبابها .,Morocco
20627,عيل خفنا بس,Oman
20628,هابي بيرثداي ي حلوة .  USER .twitter.com/RB1xzLJUey,Egypt
20629,راك كبير روح تلعب احفادك خيرلك,Algeria
20630,حبايب قلبي لحلوين تقبل الله صيامكم وقيامكم قلبي انتو ما بطلب منكم شي بنو بس طلب واحدانكو تدعو لحبيبه قلبي يوم سبت عندنا توجيهيدعواتكم الها بالتفوق والنجاح يارب (توجيهي عنا احنا ببالجزائر بكالوريا)  USER ,Algeria
20631, USER  بيقول انيميشن وهوا مطلع السرعة ب 16 الفاااجر,Egypt
20632,كانت ناقصاكي يا زوز عقبالك يا قلبي,Egypt
20633, USER  كان بيبقى في شوية قلق,Egypt
20634,لنقنه رسمي مكان خطير يستر الله وخلاص,Libya
20635, USER   USER   USER   USER  دكتور فتحي استايل URL  …,Egypt
20636,مكتوب على هالشعب يموت و هو لسه بتنفس! URL  …,Qatar
20637,مو الحل كثرة الطائرات السؤال وين بتطيرهم هل لديك دراسه جدوي اقتصاديه هل ستغطي تكاليف التشغيل بعد كم سنه ستحقق ارباح. اذا غير متوقع تحقيق ارباح في غضون ال٥ سنوات من الافضل تغيير طاقم التسويق. وضع إستراتيجية تسويق بديله تتماشي مع التغيرات وتحديات سوق السياحة والطيران,Kuwait
20638,احلي هُراء والله,Egypt
20639,#كاس_جلاله_السلطان #الشباب_النصر قُتلت احلام الشباب بالطرد هاردلك شبابي,Iraq
20640,انت اخويا الصغير يا سحس,Syria
20641,لنغير من عقلياتنا و لنسمي الأمور بمسمياتها التحلاب بالمعنى الغربي هو اللطف واللباقة.. إعترف بلطفك ولباقة تصرفاتك مع الحريم .. نزودك بكونت سپوتيفاي اشتراك 3 أشهر باطل و نتفليكس ابونمون مدى الحياة...إلخ إلخ,Algeria
20642,عطاه الذي سواه زين بليّا حدود يمشي مع العالم بالزين وحداني.,United_Arab_Emirates
20643,لا حيكثر اذا الحروب دامت وما توقفت,Somalia
20644,الحاجة الثالثة إلي نحب نحكي عليها.... وفا الوقت وفا الوقت..... حتى في هاذي ههههههه,Tunisia
20645,لا على الأسد... الزوز عندهم نفس الفكر. يحرزلو روسيا على الحدود.,Tunisia
20646,فوبيا من صوت الطيارات,Libya
20647,"""امر بفترة \""عايز حد يدلعو\""""",Saudi_Arabia
20648, USER  وانتي بخير بعد جبدي,Oman
20649,وش سويت ي أهلي فينآ ؟,Saudi_Arabia
20650,ايش هذاااع خطبت؟,Egypt
20651,اوووف. نحضرت تعليقات شسووي ضجت صار ساعتين ممعلق ل احد ولا مجاوب,Iraq
20652,فانة عظيمة وتستاهل كل خير,Iraq
20653,ميلود المغاري الله ارحمو,Morocco
20654,عاش ولدنا ماشاء الله عليك,Egypt
20655,شلون حلم مزعج الله يكفي الناس شر المتربصين والخبيثين,Iraq
20656,خاف تزعل اختك,Iraq
20657,انا ك ايمن وعليا شغل الساعه ١٠ وبنام ٥ وبشتغل ١٣ ساعه متواصل بأمانه مش بقتل نفسي اكني بجري علي أسره كامله,Egypt
20658,يا ترى المغرب عيدو اليوم معانا ولالا,Algeria
20659,ذحين تدري انه عيب,Egypt
20660,ككنتم مع ساعه مع نجم ع نجوووم اف امم,Egypt
20661,هاذي الوضعية تسمى IRM,Algeria
20662,واتس ذه بوينت؟,Iraq
20663,هم اصحابك لا غدت ضحك وتعاليل،وانا كلهم لا ضاقت عليك الوسيعه..,United_Arab_Emirates
20665,انه رجسٌ من عمل الشيطان !!!! يا لطيف ليك وين صرنا !!!!!!!  URL  …,Lebanon
20666,انس في تويتر مبسوط بكل,Libya
20667,انا اللي عرفته,Palestine
20668,متشوفيش وحش ياختى،،تعالى احضرى مكانى واتخرج مكانك,Egypt
20669,مفكره حالها بالgym!! بدها كف ع نص بوزها وزياده ع رقبتها,Lebanon
20670,ان شاء الله بالنسبة النا بالعراق الاوضاع تكأب الحمد لله عندي بعض الاصدقاء الي اسعد برقتهم,Iraq
20671,سؤال توا هذا الي لابس كنتيرا و يشرب في عصير دعم لوجيستي بعد الساعة 12 صح ؟,Libya
20672,الرويات لما بتتعمل افلام بتتظلم,Egypt
20673,كان عند مشكل كيفْ تكتب بالعربي في Photoshop & Illustrator ما عليك كان تتفرج في الفيديو :D  URL ,Tunisia
20674,ازاى بنت واضافرى مبتتطولش ؟!  URL  …,Egypt
20675,حلوه فشخ علي فكره URL  …,Egypt
20676,اعلام فقط ... دولة ماكو هيبة ماكو نظام ماكو والفقير طايح بيها,Iraq
20677,م لكم حل خلاص,Oman
20678,بعد تغلط فيني ممكن تلقاني بضحك وبتونس معاك عادي بس م تتخيل أبدا أنو مكانتك زي م كانت اول مرة,Yemen
20679,زلومه اصلي مفيش كلام,Egypt
20680,عسى باكر يغير حركته,Oman
20681,ي رجال انا وصلت لمرحلة يتصلون علي ولما اجي اشتكي يقلي لازم اكثر من ٤ مرات يوميا لمدة اسبوع عشان يحضرون الرقم ؟ حاولت اشرح ان الرقم خاص فيني وشي يعتبر خصوصي بالنسبه لي يقولون هذا النظام !!,Somalia
20682,مانيش موافقك لISIE الوحيدة حتى لتو الي قاعدة محايدة و قراراتها صائبة، المشكلة في الأحزاب البودورو و المرشحين الزبالة الي متقدمين للحكم.للتصحيح فما تحقيق في حكاية التزوير أما مفماش قانون يقصي الشخص المعني.,Tunisia
20683,يااااآ غير #صفي نيتك ;) لدااآري جااااايبك <3 !! – مطرطق بالسعاااااادة,Algeria
20684,يعيشكم عدالة السماء كانت باش تدخل اما حارس الريال بصراحة عامل كعبات في العواشر ...يعني مش لازم نقول هنا بير #اللعنة,Tunisia
20685,انتى إللى قمر والله,Egypt
20686,صح اضحك لدنيا تضحكلك لكن كثير من بشر يعتبرو ضحك للدنيا معناه افعل متشاء ؟؟ انا نقول اخدم خير و انساه و كي دير شر تفكر !!,Algeria
20687,علي بالي جيت قولت اما اسأل ازيك انت وحشني كتير,Egypt
20688,اسف ما ادري ما شفتها .. الف مبروك وان شاء الله تحصلين شغلة الي تعجبج وتتزوجين ونخلص منج,Iraq
20689,الباكيييين أهم أهم أهم أهم أوووه عيوطة,Egypt
20690,طيب و لايهمك يا بو امن ،، انا خصيمك امام الله تعالى يوم القيامه إن شاء الله,Qatar
20691, USER  تصبح على خير,Algeria
20692,جعل عُيونك غير عيني ماتحب,Oman
20693,ولع لدين امها شمعه يا جرجس 3:)  URL ,Egypt
20694,ايمنيم عبارة عن خرا مكوّم ببني آدم وأنا من أول العمر بطيقوش,Jordan
20695,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه تخسي اجل كيف تابعت بويراز؟ لانه اسطوري واضح من البداية,Iraq
20696,بالعافيه عليك حبيبتي,Oman
20697,صديقي اليوم عطلة رسمية ما في دوائر رسمية ومؤسسات تربوية,Lebanon
20698,في مقطع اطول اذا بتريدو,Syria
20699,قلت لأمي خاطري اندير مقلوبة قالتلي حنى مقلوبين بروحنا !,Libya
20700,يابختكم عندكم بنت أخت مثلي #اليوم_العالمي_للخاله,Saudi_Arabia
20701,النرفزة مأثرة علي وصلت للحد جهاز العصبي وصل,Algeria
20702,قلنالكم الطول هيبة  URL  …,Libya
20703,من الحين متحمسة لأجواء التخرج.,Oman
20704,اتوقع محد عندو هوس تجميع الدفاتر والاقلام قددي,Saudi_Arabia
20705,‏ ‏ ‏ ‏ ‏ ‏ ‏ ‏ صََِـٍُبََِـٍُـٍُ♡ـٍُـٍُآآحْْ الـٍُخََِـٍُيْْـٍُـٍُ♡ـٍُـٍُرْْ ‏ . واعذروني ‏ ‏ بَـْـْـΒЯḂــْـْرّبَـْـْ مدرسه,Kuwait
20706,ألف لا باس عليك يا عبدالله وقدامك العافية إن شاء الله,Saudi_Arabia
20707,صراحة فوق قمم الجبال نحب نقيل,Algeria
20708,أجل ليش تقولي زعلانه,Saudi_Arabia
20709,بصصصصرررخ . وربي م اعرف الحق ع اي البوم وكل البوماتهم م سمعتها كاملة م فيها الا اوبسسن . والاغاني الي سمعتها وعلقت فيها م اتركها,Egypt
20710,هذا نورك خالي كري غير طالع ع خوالي ربي يحفظك ويهنيك,Iraq
20711,صباح ربي روحي تخراي يخف راسك URL ,Algeria
20712,دي قرارات متسرعه انا ثواني و هرجع اكرهه تاني عادي,Egypt
20713,اليوم شوفت وحده بتشبهك بس بالمره ما بتشبهك.... انا خليتها هيك خليتها بتشبهك... كأني اشتقتلك وخايف انسي شكلك.,Lebanon
20714,الفراغ هيقتلني والله,Egypt
20715,بس انا محدش بيحبني,Egypt
20716,احكي بلاك ترتاحي,Algeria
20717,ما لقيت لي شغلة أتهرب بها غير تكسير الزجاج ونحته .,Saudi_Arabia
20718,مشاء الله بجد والله,Lebanon
20719,هاد فايت اخنوش بأشواط فالثروة مع العلم بلي عندو خوتو كاملين مليارديرات كبااار,Morocco
20720,لو عندك روابط ارسل,Tunisia
20721,هو ده الكلام,Palestine
20722,الله علييييييييييك، بكل ما بك آسري همسك وصوتك يا غلاي وضحكتك تدري وش اجمل شيّ يسعد خاطري؟ شوقك، وكلماتك، ولهفة نظرتك.,Saudi_Arabia
20723,اللى بتمرنه بقالى شهرين أمي هتضيعهولى فى يومين,Egypt
20724,انا توني واصل للتنانين الثلاثة تبي تجلدهم معي,Saudi_Arabia
20725,اها ما هى طالبه خرا,Egypt
20726,#للمرح هذو هما لي يقولو رانا دايرين #ريجييييييم حيرتني لكوريه زعما 3 ملاعق تشبع  URL ,Algeria
20727,بةس زور شت وا ئةكات مةجبور بيت,Iraq
20728,سموحه حول تاخره بهدفين في الشوط الثاني للفوز بثلاثة اهداااف عن الروح اللي بيلعبوا بيها تحيه و تقدير للفريق السكندري #سموحه,Egypt
20729,وأكد لي بلي ١٠ دقايق برك جبد ١٠ وزراء ورجال اعمال تسمى يزيد نهار يلحق حتى لمول الباركينغ تاع الحومة,Algeria
20730,لك كس اختكن ع اختو,Syria
20731,توة ثحيت انا ابصر اقدر ارجع انام الا عالفجر عهيك,Palestine
20732,يااااه أخيرا يا شريكي,Egypt
20733,أريد منك ذاك الأسود والأخضر، فاهمتني اظني,Oman
20734,الحارس الوحيد اللي مادخل عليه ولاهدف URL ,Saudi_Arabia
20735,يا عيني يا عيني عليك يا نيمار 󾌧 لو بس بتعليق الشوالي لكانت أفخم هدف النيمو الراقي في فياريال <3 #بارشا..󾭞  URL ,Palestine
20736,"عسل وحلوة انت يا بنت لحرش ,,,يحفظكم الله ويرعاكم",Libya
20737,وهاد المهم اخيرا بدهن يقعدوا ....,Syria
20738,الله اكبر عليكي  URL  …,Egypt
20739,جي تو ربي اعين الجميع,Libya
20740,انا علامات النجاح بتكون منها  URL  …,Syria
20741,فد شيييييييي روووعة جداً دائماً يعجبني كﻻم هاﻻنسان واليوم حبيت اسمعكم فد جزء بسيط من كﻻمه #علي_نجم  URL ,Iraq
20742,شكرا كثير والله,Saudi_Arabia
20743,قدمتو ع التعويضات مال الفاو لولا؟,Iraq
20744,دئما عيال زايد سباقين في كل شي ماعندهم وقت قدام قدام والله انك صفوة العرب,Yemen
20745,للأسف انا تسرعت في الحكم من دون ما شوف الفيديو كامل,Syria
20746,هههه شفته قبل عامين,Mauritania
20747,نحكيلك هوا يقول ع الشهادة كاغط، مش مهم شن استفدت شن تعلمت، المهم كاغط يفتحلك ابواب,Libya
20748,تسلميلي يارب لزوقك  URL  …,Egypt
20749,الكافي لي كل مانخطم عليه نلقى فينو مقمعز فيه,Libya
20750,لا يا أميره هحكيلك بجد بكره اما اشوفك,Egypt
20751,خناقه مع ابويا ع الصبح ...,Egypt
20752,وين اختفى الافي,Libya
20753,لآ ابد عادي ماصآر شي غبت وآنا اشتاق متساوين عادي,Qatar
20754,مشاريعك للويكند؟اغسل هدوم المدرسة واقرا دروس المدرسة وانام من وكت علمود المدرسة واكعد من وكت علمود المدرسة...,Iraq
20755,كان عاما مليئا بالحاجات مع السلامه بقي,Egypt
20756,أخر هدف سجله المصريين مند ساعة هههههههههههههههههههههه  URL ,Morocco
20757,نعرفهم أصلا لين ما يفهم حد ارواية ينقال عنها جات گبلتو-ساحلو :) حد جاي ذا الموحول فيه گبلتو ساحلو ايدور يتهم كل حد بأي شي يعاني هو منو !,Mauritania
20758,هو شيرسم يكول معاجبتني يريد يجلطني واني لو اموت مارسم مثل رسمة نزليهن انتي خل نشوف ونحكم,Iraq
20759,حبيبي بناخيي السمح,Libya
20760,تجمع سوائل حوالين القلب وهيا حالة طارئة تحتاج تدخل سريع لأنها تمنع القلب انها تضخ الدم,Saudi_Arabia
20761,صالح بتاع المبياد لندن ٢٠١٢ URL  …,Tunisia
20762,على حسب نيتها بالرقص إذا تستعرض خلاص توقف URL  …,Saudi_Arabia
20763,قمت من النوم ولقيت كل البيت طالع!!,Saudi_Arabia
20764,لاحظت اذا حبيت اغنيه كل ناس تحبها سبعاااه صدق,Saudi_Arabia
20765,وقد يأتيك الإبتلاء على هيئة رئيس النادى !! ربنا يفكنا منك يا مرتضى,Egypt
20766,الناس اللي بهاجموا الناس امس وهم أفراد بالغين يمثلون أنفسهم ومبادراتهم ويريدون منا تكميم افواههم في وقفة عامة بغض النظر من دعا اليها؛ لا يدركون انهم يتماهون مع السلطة التي تصادر الحق في التعبير ونعتقل الشباب بسبب هتافاتهم. ليس مطلوب منكم الاتفاق مع المطالب ولكننا لن مكمنين افواه,Palestine
20767, USER  أنا قمت لكم يامس بزيارة لمدة ساعتين تقريباً ، لو كنا اجابرنا ما ايفوتوك :),Mauritania
20768,افا ي ذا العلم لعلمك انا عروقي سعوديه...ولي اهل هناك ف دير بالك,Iraq
20769,لأول مرة تساءلت .. ما علاقة فتاة تتقن الرقص .. بالزوجة الصالحة التي تعجب الأمهات ويتهافتن عليها لخطبتها ،! فقط كونهن شافوها تشطح مليح في زفافٍ ما .. شغل سيريو واش بيه قسامهم الأمهات والرقص المغري يالزبي,Algeria
20770,لا اقولكم عن الشعور اللي بتحسوه لما تصحوا بدون منبه,Jordan
20771,هي مرض راه قابضك ..فوت علا روحك و اقرا بزاف,Algeria
20772, USER  رودي سجل ٥ ثنائيات ابدااااع هالاعب كل هالامكانيات والان اظهرها حقك لما انتقدته سابقا,Iraq
20773,بحبكواااا مشاعرك كانت واضحه في الفيديو والله,Egypt
20774,:: شويخ :: ( ايقاع ) - محمد الخضير -  URL ,Morocco
20775,يجدعان صدقونى بجدد,Egypt
20776,طمنينا عن المادة,Syria
20777,ربي يجازيه على اعماله ونيته,Libya
20778,كابتن محمد صلاح اخترع اللي حضرتك بتقولي عليه ؟,Egypt
20779,مكاين لي غادي يخرج ويزيد يكفسها علينا قد هاد الاعلام ديال الفضائح,Morocco
20780,سلميلي ع دلشاد باجر صبح فدوه,Iraq
20781,هذا عملة الي يعاند النظام والحكومة ويشوف انه اعلى منهم ويتحداهم يستاهل مايجيه لايهم العرق الجنس العمر,Saudi_Arabia
20782,صدفت توقعين بس,Saudi_Arabia
20783,متى استوى السبت؟ وشغلي الي م سويته متى اسويه,Oman
20784,حاضر يا قلبي من عنيا,Lebanon
20785,انتي قلبك حنين ياويجوو,Egypt
20786,عبدالمجيد يغني مشاعر مش حروف *,Saudi_Arabia
20787,وفرت مساحة عفية عليج,Iraq
20788,دي اشاعات مش انت لعبت معايا يا عم و فوزنا,Egypt
20789,البارح على الواحدة صباحا كنت مروح ولقيت نار اشتعلت في أحد المزارع اتصلت بهم جاءوا في لمح البصر أقل من عشر دقائق وصلوا وطفاوها جزاهم الله خيرا,Algeria
20790,الاولاد كبرت يابومحمد  URL ,Saudi_Arabia
20791,أبكي ومالي صاحبه تضم دمعتي اتذكر احبابي وأصد كني ناسيّه,Saudi_Arabia
20792,انا قويت غُياب كثيرين بس الـسؤال ليه غيابكّ هو الوحيد الي كسرني .,Syria
20793,مش عارف والله جايه معاهم ازاي,Egypt
20794,ملتقانا المولد الجاي ، كان حيانا ربي つづく,Tunisia
20795,شلون بلوة مبتلين احنه يا ربي #يسقط_قصي_السهيل,Iraq
20796,ودي اصدق بس قويه هذه ليس من اطباع جيش حرر بلاده وحرر نصف بلادك وانت منبطح,Saudi_Arabia
20797,هذا اللي يقولوله صغير ويحير URL  …,Libya
20798,دبرها نسيبك يا محمد,Algeria
20799, USER   USER  له يا بلقور والله قدها بس بحب اذكر بالحفاية اللي ما رضيتي تعطيها لرياض فكيف اطعام مساكين,Jordan
20800,بس لاحظو فرحة الاطفال في اخر الفيديو  URL ,Mauritania
20801,هو اتمنى لو يكون صحيح لان الاعب كانتي ماله مكان بالتشكيله وتوظيفه بالتشكيله مختلف عن امكانياته,Saudi_Arabia
20802,قريبه من هذي !! URL ,Oman
20803,صباح حلو و قطرات مطر .. نسمة خفيفة تلعب بأوراق الشجر .. صباح بنين يشجع على الهملة لمندرا وين .. زعمة حلها ندلل...  URL ,Tunisia
20804,هوا انا ايه لازمتي ف الحياة بجد والله,Egypt
20805,لكن حواجبها واجد يضايقوني,Oman
20806,والبيبسي والجيلي كولا والمرشميلو ي بوسيييي,Lebanon
20807,سرحتو طبعاااا هاد اهم شي,Palestine
20808,اهلا وسهلا بك رتوجه مساك جوري,Algeria
20809,مبروك فك البلوك,Morocco
20810, USER  ههههههه لاتسوي لي فلو يابو ضروس ولاتقول عني عنصري,Saudi_Arabia
20811,شكل النت عندنا من الفاندوم المجاور وقت قلت بصوت ودخلت الرابط خرب وبقي معلق حتى ذحين .,Egypt
20812,رابع يوم كويس,Libya
20813,و فجاة تكتشف ان النور الي في نهاية النفق طلع قطر جاي يهرس ميتين امك,Morocco
20814,مهما تعددت صداقاتي محد وصل للمستوى المطلوب,Saudi_Arabia
20815, USER   USER  أحسنتم التعبير عن الطرفين بس مابدنا نعمم مهيك,Syria
20816,لأنك عطيت هالحب كل مشاعر قلبك ووثقت فيه ثقه عميه,Oman
20817,شو نسيت شو كنت تعمل بإيامك منشكر ربنا ع النعمة لي عطانا ياها انو نحن بكل فخر و بكل شرف #تيار_وطني_حر,Lebanon
20818,انا عاوز ابقى من الكفار   URL  …,Iraq
20819,برضه اغنيه انا انسان مع نفسي قبل مااكون معك انسان كلامات شاعر من نجران,Syria
20820,اجلددني يا إتحااااد يا لبيه,Bahrain
20821,دخيلك لاتخليني على رفّك أصير كتاب يمر الوقت وانا أسأل متى يارب تقراني .!,United_Arab_Emirates
20822,ربي يدوم صداقتكم يا ولاد الجزاير و تونس,Algeria
20823,كوعي بعاط نيخك مارك لن يفهمها اﻻ اﻻخ النظيف وشيكرآ تصحبون على ما تتمنون - يشعر بـ التعب,Iraq
20824,هوا صح الي يعاشرك يتكلم تركي ماينلاموش,Libya
20825,لليله في الطويله خير من الف لليله ياصحاب الموتر تان,Yemen
20826,وانا اقول مالها المكتبه صايره حلوه اثاري مال الاقتصاد موجودين,Oman
20827,مراحل الكذب تلاتة -كاذب عادي -منافق - كباشي URL  …,Yemen
20828,ايه فهميهم راهم علبالهم زوج غير هات هات لا حول ولا قوه الا بالله العلي العظيم,Algeria
20829,منير الضو يكسب URL  …,Egypt
20830,الاغنية لصاحبها . اسمعيها بصوت جاستن بتعرفي الفرق,Algeria
20831,#الاتحاد_وجمهوره_لايفترقان أنت يا إتحاد وأنا مثل الهدب والعين ما نفترق,Bahrain
20832,طقطقة بالجوال : | #4 | فكتور | iVictor | وطبينا في تفتيش .. يلا ابي...  URL ,Saudi_Arabia
20833,هو هذا الهامك؟ اللوكو متناسي انو الوزارة كلشي مدتقدم ودنراوح بمكاننا!,Iraq
20834,أول واحد حاضر,Bahrain
20835,الشعب لي رآه في التمار و المطورات و الغرفة ماشي لي متكسل في فوتاي في الدوحة و يخلص بالدولار,Algeria
20836,هرجته واجده كيف باته هههههه,Libya
20837,اكسيوس اكسيوس اسيوس افا مينا انتي ني فاااااايات......شفاعتك معانا يا مارمينا.................... URL ,Egypt
20838,يستاهل دجوكوفيتش يربح ولكن الصراحة بغيتها لفديرير على ود المسيرة الرياضية لي دار اسطووووورة وغيبقى اسطورة,Morocco
20839,صبعالخير عليكم بصوت صليحة فراڨ غزالي ..  URL ,Tunisia
20840,گبل گله نخطب لونلعب اختار انتهت القصة,Iraq
20841,إنت بحياتي كل شي,Morocco
20842,يا الله شأد بنبسط لما بستعمل زر البلوك مع بعض الأشخاص,Syria
20843,علي سعيد الكعبي شوية و هيقول أشعار في انيستا,Egypt
20844,باين عليك ولد حرام....قريبا سندخل طرابلس...وبعدها لكل حادث حديث ياعديم التربيه...انتم اصلا التاجورى وحنكورة واجد عليكم..هههههه,Libya
20845, USER  عايز انى أفطر عليكى صح,Egypt
20846,لو نشوفه يغرد للاهلي يوم نعلمه شغله الظاهر هذا مااستوعب الجمهور الاتحادي وش يقدر يسوي,Yemen
20847, USER  تغريدة تجيب الهم والغم ...... امسحها,Iraq
20848,أقليدس يكول: أقصر طريق بين نقطتين هو الخط المستقيم. آنشتاين يكول: أقر طريق بين نقطتين الخط المنحني. أبو ثامر...  URL ,Iraq
20849,فيني عتب اكبر من الكون كله ، فيني على صدة رفيقي مشاريه .,Kuwait
20850,أوفيح أغورم ^^ (لقيت العضم) #2966,Morocco
20851,ووووووواخ ريفنا واجد راه,Libya
20852,"""\""نختر عن كل أوطان وطني موريتان\"" يغير يهوّن غازوال اشواي!!""",Mauritania
20853,حدا فضولي مليون بقتلني فضولك وبطلعني عن طوري والله,Palestine
20854,قريبا بنشوفك عم تتظاهر لان ما عم تلاقي شغل اساسا بستغرب كيف الميادين بتحوي هيك بضاعة وبتسكت عن هيك قلة اخلاق,Lebanon
20855,كل سنه و حضرتك طيب وبخير,Egypt
20856,يصون إيمانك المتمرد عقوبى ليك ونفرحو بيهم,Algeria
20857,لا تخليني انسخ تغريدتك حق أمس,Bahrain
20858,هيدي اول مرة بحياتها ما بتتبهدلفعلا انجاااااااز,Lebanon
20859,كل عام وانتو بالف خير لــ #اصدقائي المسيحين في كل مكان,Iraq
20860,شوف ع التنمر دا ربنا مش هيكرمك ابدا,Egypt
20861,صح أن مسندم ما فيها الكثير ،ولكن من مخبرنكم أن مسندم محافظة في سويسرا تراها ف عمان وعُمان بكبرها ما مُهيئة للسياحة ، وكذلك الحال بالنسبة للفنادق والمطاعم اللي في عُمان كلها سيئة للأسف ... أتكلم عن تجارب مش تجربة,Oman
20862,الصداع ده حله معايا النوم,Egypt
20863,"""\""ۦ❥: المسافـه البيـن جرحـي و خنجــرك جانــت ثـقــه..""",Iraq
20864,الولد اللي علي اليمين طبعا وهما الاتنين اخر جمال URL  …,Egypt
20865,هون على نفسك شوي يالصالحي وخلي عن التشنج تقبل الله لكل من صلى اليوم ومن سيصلي غدا,Oman
20866,عندي انفصام لعلمك,Egypt
20867,اقولك شيء أنا قلت ذلك فقط لأني لا أحبذ أن أكون ذيل لكلب زيك,Iraq
20868,لا منا مش واخده اجازه عشان اعد زي مطلقه كدا!,Egypt
20869,ربنا يرحمك يا حبيبي ربنا يجعل مثواه الجنه URL  …,Egypt
20870,قصدي راه اسلوبك يعكس بيتيتك وتربيتك وياكد انك غير قادر للنقاش حسب الحوار,Libya
20871, USER  مدرستنا اول يوم كنا جهال ركبو فيها ثنتين يعني اكيد بيركبون زياده #حطمهم,Kuwait
20872,وانتي هم جنج,Iraq
20873,إللــي بقلبـي يختلف عن كلامي ماكل كيف الحال .. قصدي به الحال احيان كيفك ؟ تعني القلب ضامي واحيان وينك ؟ تعني البعد قتــال,Bahrain
20874,والله لعبه هاي الحسحسه,Iraq
20875,نظريته حية محاكاتها لا تموت الثورات الجيفارية ستقلع الضرس الإيراني الفاسد ملينا لطم الحشد,Algeria
